년도,월,시도,시군구,읍면동(법정동),산업분류코드(대),산업분류명(대),판매량
2023,1,광주광역시,북구,화암동,R,"예술, 스포츠 및 여가관련 서비스업",0.0
2023,1,광주광역시,북구,화암동,S,"협회 및 단체, 수리 및 기타 개인 서비스업",0.0
2023,1,광주광역시,북구,효령동,A,"농업, 임업 및 어업",38523.0
2023,1,광주광역시,북구,효령동,C,제조업,0.0
2023,1,광주광역시,북구,효령동,D,"전기, 가스, 증기 및 공기 조절 공급업",0.0
2023,1,광주광역시,북구,효령동,E,"수도, 하수 및 폐기물 처리, 원료 재생업",0.0
2023,1,광주광역시,북구,효령동,F,건설업,0.0
2023,1,광주광역시,북구,효령동,G,도매 및 소매업,0.0
2023,1,광주광역시,북구,효령동,H,운수 및 창고업,2513.0
2023,1,광주광역시,북구,효령동,I,숙박 및 음식점업,0.0
2023,1,광주광역시,북구,효령동,J,정보통신업,10456.0
2023,1,광주광역시,북구,효령동,L,부동산업,21591.0
2023,1,광주광역시,북구,효령동,M,"전문, 과학 및 기술 서비스업",0.0
2023,1,광주광역시,북구,효령동,N,"사업시설 관리, 사업 지원 및 임대 서비스업",0.0
2023,1,광주광역시,북구,효령동,O,"공공 행정, 국방 및 사회보장 행정",652.0
2023,1,광주광역시,북구,효령동,P,교육 서비스업,0.0
2023,1,광주광역시,북구,효령동,Q,보건업 및 사회복지 서비스업,0.0
2023,1,광주광역시,북구,효령동,S,"협회 및 단체, 수리 및 기타 개인 서비스업",0.0
2023,1,광주광역시,서구,광천동,A,"농업, 임업 및 어업",3323.0
2023,1,광주광역시,서구,광천동,C,제조업,18816.0
2023,1,광주광역시,서구,광천동,D,"전기, 가스, 증기 및 공기 조절 공급업",19319.0
2023,1,광주광역시,서구,광천동,E,"수도, 하수 및 폐기물 처리, 원료 재생업",0.0
2023,1,광주광역시,서구,광천동,F,건설업,145767.0
2023,1,광주광역시,서구,광천동,G,도매 및 소매업,1363399.0
2023,1,광주광역시,서구,광천동,H,운수 및 창고업,833993.0
2023,1,광주광역시,서구,광천동,I,숙박 및 음식점업,249078.0
2023,1,광주광역시,서구,광천동,J,정보통신업,568842.0
2023,1,광주광역시,서구,광천동,K,금융 및 보험업,41178.0
2023,1,광주광역시,서구,광천동,L,부동산업,539486.0
2023,1,광주광역시,서구,광천동,M,"전문, 과학 및 기술 서비스업",0.0
2023,1,광주광역시,서구,광천동,N,"사업시설 관리, 사업 지원 및 임대 서비스업",40576.0
2023,1,광주광역시,서구,광천동,O,"공공 행정, 국방 및 사회보장 행정",13209.0
2023,1,광주광역시,서구,광천동,P,교육 서비스업,40911.0
2023,1,광주광역시,서구,광천동,Q,보건업 및 사회복지 서비스업,422760.0
2023,1,광주광역시,서구,광천동,R,"예술, 스포츠 및 여가관련 서비스업",16691.0
2023,1,광주광역시,서구,광천동,S,"협회 및 단체, 수리 및 기타 개인 서비스업",131719.0
2023,1,광주광역시,서구,금호동,A,"농업, 임업 및 어업",9611.0
2023,1,광주광역시,서구,금호동,C,제조업,43451.0
2023,1,광주광역시,서구,금호동,D,"전기, 가스, 증기 및 공기 조절 공급업",61766.0
2023,1,광주광역시,서구,금호동,E,"수도, 하수 및 폐기물 처리, 원료 재생업",130642.0
2023,1,광주광역시,서구,금호동,F,건설업,144939.0
2023,1,광주광역시,서구,금호동,G,도매 및 소매업,591502.0
2023,1,광주광역시,서구,금호동,H,운수 및 창고업,11648.0
2023,1,광주광역시,서구,금호동,I,숙박 및 음식점업,848843.0
2023,1,광주광역시,서구,금호동,J,정보통신업,185512.0
2023,1,광주광역시,서구,금호동,K,금융 및 보험업,53702.0
2023,1,광주광역시,서구,금호동,L,부동산업,1984508.0
2023,1,광주광역시,서구,금호동,M,"전문, 과학 및 기술 서비스업",21491.0
2023,1,광주광역시,서구,금호동,N,"사업시설 관리, 사업 지원 및 임대 서비스업",123627.0
2023,1,광주광역시,서구,금호동,O,"공공 행정, 국방 및 사회보장 행정",89035.0
2023,1,광주광역시,서구,금호동,P,교육 서비스업,406081.0
2023,1,광주광역시,서구,금호동,Q,보건업 및 사회복지 서비스업,383043.0
2023,1,광주광역시,서구,금호동,R,"예술, 스포츠 및 여가관련 서비스업",167444.0
2023,1,광주광역시,서구,금호동,S,"협회 및 단체, 수리 및 기타 개인 서비스업",224345.0
2023,1,광주광역시,서구,내방동,A,"농업, 임업 및 어업",0.0
2023,1,광주광역시,서구,내방동,C,제조업,0.0
2023,1,광주광역시,서구,내방동,D,"전기, 가스, 증기 및 공기 조절 공급업",12691.0
2023,1,광주광역시,서구,내방동,E,"수도, 하수 및 폐기물 처리, 원료 재생업",0.0
2023,1,광주광역시,서구,내방동,F,건설업,0.0
2023,1,광주광역시,서구,내방동,G,도매 및 소매업,227754.0
2023,1,광주광역시,서구,내방동,H,운수 및 창고업,0.0
2023,1,광주광역시,서구,내방동,I,숙박 및 음식점업,58715.0
2023,1,광주광역시,서구,내방동,J,정보통신업,65037.0
2023,1,광주광역시,서구,내방동,K,금융 및 보험업,0.0
2023,1,광주광역시,서구,내방동,L,부동산업,152774.0
2023,1,광주광역시,서구,내방동,N,"사업시설 관리, 사업 지원 및 임대 서비스업",15327.0
2023,1,광주광역시,서구,내방동,O,"공공 행정, 국방 및 사회보장 행정",532.0
2023,1,광주광역시,서구,내방동,P,교육 서비스업,4926.0
2023,1,광주광역시,서구,내방동,Q,보건업 및 사회복지 서비스업,0.0
2023,1,광주광역시,서구,내방동,R,"예술, 스포츠 및 여가관련 서비스업",29123.0
2023,1,광주광역시,서구,내방동,S,"협회 및 단체, 수리 및 기타 개인 서비스업",46051.0
2023,1,광주광역시,서구,농성동,A,"농업, 임업 및 어업",4739.0
2023,1,광주광역시,서구,농성동,C,제조업,32330.0
2023,1,광주광역시,서구,농성동,D,"전기, 가스, 증기 및 공기 조절 공급업",254126.0
2023,1,광주광역시,서구,농성동,E,"수도, 하수 및 폐기물 처리, 원료 재생업",29231.0
2023,1,광주광역시,서구,농성동,F,건설업,256732.0
2023,1,광주광역시,서구,농성동,G,도매 및 소매업,308358.0
2023,1,광주광역시,서구,농성동,H,운수 및 창고업,51758.0
2023,1,광주광역시,서구,농성동,I,숙박 및 음식점업,460875.0
2023,1,광주광역시,서구,농성동,J,정보통신업,538735.0
2023,1,광주광역시,서구,농성동,K,금융 및 보험업,34274.0
2023,1,광주광역시,서구,농성동,L,부동산업,1990123.0
2023,1,광주광역시,서구,농성동,M,"전문, 과학 및 기술 서비스업",3204.0
2023,1,광주광역시,서구,농성동,N,"사업시설 관리, 사업 지원 및 임대 서비스업",81051.0
2023,1,광주광역시,서구,농성동,O,"공공 행정, 국방 및 사회보장 행정",338684.0
2023,1,광주광역시,서구,농성동,P,교육 서비스업,89200.0
2023,1,광주광역시,서구,농성동,Q,보건업 및 사회복지 서비스업,282118.0
2023,1,광주광역시,서구,농성동,R,"예술, 스포츠 및 여가관련 서비스업",31906.0
2023,1,광주광역시,서구,농성동,S,"협회 및 단체, 수리 및 기타 개인 서비스업",402052.0
2023,1,광주광역시,서구,덕흥동,A,"농업, 임업 및 어업",46327.0
2023,1,광주광역시,서구,덕흥동,B,광업,0.0
2023,1,광주광역시,서구,덕흥동,C,제조업,269873.0
2023,1,광주광역시,서구,덕흥동,D,"전기, 가스, 증기 및 공기 조절 공급업",7237.0
2023,1,광주광역시,서구,덕흥동,E,"수도, 하수 및 폐기물 처리, 원료 재생업",29454.0
2023,1,광주광역시,서구,덕흥동,F,건설업,47083.0
2023,1,광주광역시,서구,덕흥동,G,도매 및 소매업,43113.0
2023,1,광주광역시,서구,덕흥동,H,운수 및 창고업,31447.0
2023,1,광주광역시,서구,덕흥동,I,숙박 및 음식점업,0.0
2023,1,광주광역시,서구,덕흥동,J,정보통신업,20501.0
2023,1,광주광역시,서구,덕흥동,L,부동산업,361985.0
2023,1,광주광역시,서구,덕흥동,M,"전문, 과학 및 기술 서비스업",0.0
2023,1,광주광역시,서구,덕흥동,N,"사업시설 관리, 사업 지원 및 임대 서비스업",17808.0
2023,1,광주광역시,서구,덕흥동,O,"공공 행정, 국방 및 사회보장 행정",1972.0
2023,1,광주광역시,서구,덕흥동,P,교육 서비스업,0.0
2023,1,광주광역시,서구,덕흥동,S,"협회 및 단체, 수리 및 기타 개인 서비스업",0.0
2023,1,광주광역시,서구,동천동,A,"농업, 임업 및 어업",1043.0
2023,1,광주광역시,서구,동천동,B,광업,0.0
2023,1,광주광역시,서구,동천동,C,제조업,246365.0
2023,1,광주광역시,서구,동천동,D,"전기, 가스, 증기 및 공기 조절 공급업",24081.0
2023,1,광주광역시,서구,동천동,E,"수도, 하수 및 폐기물 처리, 원료 재생업",44378.0
2023,1,광주광역시,서구,동천동,F,건설업,22900.0
2023,1,광주광역시,서구,동천동,G,도매 및 소매업,257052.0
2023,1,광주광역시,서구,동천동,H,운수 및 창고업,5634.0
2023,1,광주광역시,서구,동천동,I,숙박 및 음식점업,196093.0
2023,1,광주광역시,서구,동천동,J,정보통신업,60479.0
2023,1,광주광역시,서구,동천동,K,금융 및 보험업,0.0
2023,1,광주광역시,서구,동천동,L,부동산업,2185861.0
2023,1,광주광역시,서구,동천동,M,"전문, 과학 및 기술 서비스업",86282.0
2023,1,광주광역시,서구,동천동,N,"사업시설 관리, 사업 지원 및 임대 서비스업",36971.0
2023,1,광주광역시,서구,동천동,O,"공공 행정, 국방 및 사회보장 행정",120496.0
2023,1,광주광역시,서구,동천동,P,교육 서비스업,213596.0
2023,1,광주광역시,서구,동천동,Q,보건업 및 사회복지 서비스업,172526.0
2023,1,광주광역시,서구,동천동,R,"예술, 스포츠 및 여가관련 서비스업",22902.0
2023,1,광주광역시,서구,동천동,S,"협회 및 단체, 수리 및 기타 개인 서비스업",62417.0
2023,1,광주광역시,서구,마륵동,A,"농업, 임업 및 어업",62176.0
2023,1,광주광역시,서구,마륵동,C,제조업,167949.0
2023,1,광주광역시,서구,마륵동,D,"전기, 가스, 증기 및 공기 조절 공급업",13441.0
2023,1,광주광역시,서구,마륵동,E,"수도, 하수 및 폐기물 처리, 원료 재생업",0.0
2023,1,광주광역시,서구,마륵동,F,건설업,130439.0
2023,1,광주광역시,서구,마륵동,G,도매 및 소매업,247616.0
2023,1,광주광역시,서구,마륵동,H,운수 및 창고업,26517.0
2023,1,광주광역시,서구,마륵동,I,숙박 및 음식점업,156644.0
2023,1,광주광역시,서구,마륵동,J,정보통신업,107463.0
2023,1,광주광역시,서구,마륵동,K,금융 및 보험업,0.0
2023,1,광주광역시,서구,마륵동,L,부동산업,1215737.0
2023,1,광주광역시,서구,마륵동,M,"전문, 과학 및 기술 서비스업",0.0
2023,1,광주광역시,서구,마륵동,N,"사업시설 관리, 사업 지원 및 임대 서비스업",98185.0
2023,1,광주광역시,서구,마륵동,O,"공공 행정, 국방 및 사회보장 행정",24826.0
2023,1,광주광역시,서구,마륵동,P,교육 서비스업,24012.0
2023,1,광주광역시,서구,마륵동,Q,보건업 및 사회복지 서비스업,21991.0
2023,1,광주광역시,서구,마륵동,R,"예술, 스포츠 및 여가관련 서비스업",0.0
2023,1,광주광역시,서구,마륵동,S,"협회 및 단체, 수리 및 기타 개인 서비스업",59452.0
2023,1,광주광역시,서구,매월동,A,"농업, 임업 및 어업",130934.0
2023,1,광주광역시,서구,매월동,C,제조업,279441.0
2023,1,광주광역시,서구,매월동,D,"전기, 가스, 증기 및 공기 조절 공급업",172078.0
2023,1,광주광역시,서구,매월동,E,"수도, 하수 및 폐기물 처리, 원료 재생업",0.0
2023,1,광주광역시,서구,매월동,F,건설업,155285.0
2023,1,광주광역시,서구,매월동,G,도매 및 소매업,1348792.0
2023,1,광주광역시,서구,매월동,H,운수 및 창고업,917979.0
2023,1,광주광역시,서구,매월동,I,숙박 및 음식점업,207557.0
2023,1,광주광역시,서구,매월동,J,정보통신업,147426.0
2023,1,광주광역시,서구,매월동,K,금융 및 보험업,0.0
2023,1,광주광역시,서구,매월동,L,부동산업,1205071.0
2023,1,광주광역시,서구,매월동,M,"전문, 과학 및 기술 서비스업",0.0
2023,1,광주광역시,서구,매월동,N,"사업시설 관리, 사업 지원 및 임대 서비스업",105127.0
2023,1,광주광역시,서구,매월동,O,"공공 행정, 국방 및 사회보장 행정",7749.0
2023,1,광주광역시,서구,매월동,P,교육 서비스업,0.0
2023,1,광주광역시,서구,매월동,Q,보건업 및 사회복지 서비스업,121554.0
2023,1,광주광역시,서구,매월동,R,"예술, 스포츠 및 여가관련 서비스업",138289.0
2023,1,광주광역시,서구,매월동,S,"협회 및 단체, 수리 및 기타 개인 서비스업",583630.0
2023,1,광주광역시,서구,벽진동,A,"농업, 임업 및 어업",88835.0
2023,1,광주광역시,서구,벽진동,C,제조업,168492.0
2023,1,광주광역시,서구,벽진동,D,"전기, 가스, 증기 및 공기 조절 공급업",81171.0
2023,1,광주광역시,서구,벽진동,E,"수도, 하수 및 폐기물 처리, 원료 재생업",0.0
2023,1,광주광역시,서구,벽진동,F,건설업,32775.0
2023,1,광주광역시,서구,벽진동,G,도매 및 소매업,61937.0
2023,1,광주광역시,서구,벽진동,H,운수 및 창고업,15710.0
2023,1,광주광역시,서구,벽진동,I,숙박 및 음식점업,11279.0
2023,1,광주광역시,서구,벽진동,J,정보통신업,12594.0
2023,1,광주광역시,서구,벽진동,L,부동산업,149615.0
2023,1,광주광역시,서구,벽진동,M,"전문, 과학 및 기술 서비스업",0.0
2023,1,광주광역시,서구,벽진동,N,"사업시설 관리, 사업 지원 및 임대 서비스업",24376.0
2023,1,광주광역시,서구,벽진동,O,"공공 행정, 국방 및 사회보장 행정",1064.0
2023,1,광주광역시,서구,벽진동,Q,보건업 및 사회복지 서비스업,0.0
2023,1,광주광역시,서구,벽진동,S,"협회 및 단체, 수리 및 기타 개인 서비스업",40637.0
2023,1,광주광역시,서구,서창동,A,"농업, 임업 및 어업",15214.0
2023,1,광주광역시,서구,서창동,C,제조업,0.0
2023,1,광주광역시,서구,서창동,D,"전기, 가스, 증기 및 공기 조절 공급업",2688.0
2023,1,광주광역시,서구,서창동,F,건설업,0.0
2023,1,광주광역시,서구,서창동,G,도매 및 소매업,11708.0
2023,1,광주광역시,서구,서창동,H,운수 및 창고업,10215.0
2023,1,광주광역시,서구,서창동,I,숙박 및 음식점업,7220.0
2023,1,광주광역시,서구,서창동,J,정보통신업,11486.0
2023,1,광주광역시,서구,서창동,K,금융 및 보험업,0.0
2023,1,광주광역시,서구,서창동,L,부동산업,52683.0
2023,1,광주광역시,서구,서창동,M,"전문, 과학 및 기술 서비스업",0.0
2023,1,광주광역시,서구,서창동,N,"사업시설 관리, 사업 지원 및 임대 서비스업",10402.0
2023,1,광주광역시,서구,서창동,O,"공공 행정, 국방 및 사회보장 행정",3342.0
2023,1,광주광역시,서구,서창동,Q,보건업 및 사회복지 서비스업,0.0
2023,1,광주광역시,서구,서창동,S,"협회 및 단체, 수리 및 기타 개인 서비스업",0.0
2023,1,광주광역시,서구,세하동,A,"농업, 임업 및 어업",100080.0
2023,1,광주광역시,서구,세하동,C,제조업,10093.0
2023,1,광주광역시,서구,세하동,D,"전기, 가스, 증기 및 공기 조절 공급업",5586.0
2023,1,광주광역시,서구,세하동,F,건설업,8037.0
2023,1,광주광역시,서구,세하동,G,도매 및 소매업,54873.0
2023,1,광주광역시,서구,세하동,H,운수 및 창고업,8738.0
2023,1,광주광역시,서구,세하동,I,숙박 및 음식점업,0.0
2023,1,광주광역시,서구,세하동,J,정보통신업,17725.0
2023,1,광주광역시,서구,세하동,L,부동산업,116638.0
2023,1,광주광역시,서구,세하동,N,"사업시설 관리, 사업 지원 및 임대 서비스업",8379.0
2023,1,광주광역시,서구,세하동,O,"공공 행정, 국방 및 사회보장 행정",5059.0
2023,1,광주광역시,서구,세하동,P,교육 서비스업,0.0
2023,1,광주광역시,서구,세하동,Q,보건업 및 사회복지 서비스업,44886.0
2023,1,광주광역시,서구,세하동,R,"예술, 스포츠 및 여가관련 서비스업",0.0
2023,1,광주광역시,서구,세하동,S,"협회 및 단체, 수리 및 기타 개인 서비스업",0.0
2023,1,광주광역시,서구,쌍촌동,A,"농업, 임업 및 어업",2033.0
2023,1,광주광역시,서구,쌍촌동,B,광업,0.0
2023,1,광주광역시,서구,쌍촌동,C,제조업,57101.0
2023,1,광주광역시,서구,쌍촌동,D,"전기, 가스, 증기 및 공기 조절 공급업",77559.0
2023,1,광주광역시,서구,쌍촌동,E,"수도, 하수 및 폐기물 처리, 원료 재생업",141238.0
2023,1,광주광역시,서구,쌍촌동,F,건설업,328827.0
2023,1,광주광역시,서구,쌍촌동,G,도매 및 소매업,1081413.0
2023,1,광주광역시,서구,쌍촌동,H,운수 및 창고업,88090.0
2023,1,광주광역시,서구,쌍촌동,I,숙박 및 음식점업,1468748.0
2023,1,광주광역시,서구,쌍촌동,J,정보통신업,529288.0
2023,1,광주광역시,서구,쌍촌동,K,금융 및 보험업,18272.0
2023,1,광주광역시,서구,쌍촌동,L,부동산업,3061507.0
2023,1,광주광역시,서구,쌍촌동,M,"전문, 과학 및 기술 서비스업",52055.0
2023,1,광주광역시,서구,쌍촌동,N,"사업시설 관리, 사업 지원 및 임대 서비스업",264875.0
2023,1,광주광역시,서구,쌍촌동,O,"공공 행정, 국방 및 사회보장 행정",230072.0
2023,1,광주광역시,서구,쌍촌동,P,교육 서비스업,737800.0
2023,1,광주광역시,서구,쌍촌동,Q,보건업 및 사회복지 서비스업,369250.0
2023,1,광주광역시,서구,쌍촌동,R,"예술, 스포츠 및 여가관련 서비스업",271433.0
2023,1,광주광역시,서구,쌍촌동,S,"협회 및 단체, 수리 및 기타 개인 서비스업",584328.0
2023,1,광주광역시,서구,양동,A,"농업, 임업 및 어업",0.0
2023,1,광주광역시,서구,양동,C,제조업,76149.0
2023,1,광주광역시,서구,양동,D,"전기, 가스, 증기 및 공기 조절 공급업",11547.0
2023,1,광주광역시,서구,양동,E,"수도, 하수 및 폐기물 처리, 원료 재생업",13106.0
2023,1,광주광역시,서구,양동,F,건설업,297528.0
2023,1,광주광역시,서구,양동,G,도매 및 소매업,751199.0
2023,1,광주광역시,서구,양동,H,운수 및 창고업,46408.0
2023,1,광주광역시,서구,양동,I,숙박 및 음식점업,105225.0
2023,1,광주광역시,서구,양동,J,정보통신업,70700.0
2023,1,광주광역시,서구,양동,K,금융 및 보험업,17553.0
2023,1,광주광역시,서구,양동,L,부동산업,617997.0
2023,1,광주광역시,서구,양동,M,"전문, 과학 및 기술 서비스업",0.0
2023,1,광주광역시,서구,양동,N,"사업시설 관리, 사업 지원 및 임대 서비스업",30983.0
2023,1,광주광역시,서구,양동,O,"공공 행정, 국방 및 사회보장 행정",28094.0
2023,1,광주광역시,서구,양동,P,교육 서비스업,51566.0
2023,1,광주광역시,서구,양동,Q,보건업 및 사회복지 서비스업,198685.0
2023,1,광주광역시,서구,양동,R,"예술, 스포츠 및 여가관련 서비스업",14801.0
2023,1,광주광역시,서구,양동,S,"협회 및 단체, 수리 및 기타 개인 서비스업",52112.0
2023,1,광주광역시,서구,용두동,A,"농업, 임업 및 어업",81522.0
2023,1,광주광역시,서구,용두동,C,제조업,0.0
2023,1,광주광역시,서구,용두동,D,"전기, 가스, 증기 및 공기 조절 공급업",0.0
2023,1,광주광역시,서구,용두동,E,"수도, 하수 및 폐기물 처리, 원료 재생업",0.0
2023,1,광주광역시,서구,용두동,F,건설업,0.0
2023,1,광주광역시,서구,용두동,G,도매 및 소매업,0.0
2023,1,광주광역시,서구,용두동,H,운수 및 창고업,13274.0
2023,1,광주광역시,서구,용두동,I,숙박 및 음식점업,0.0
2023,1,광주광역시,서구,용두동,J,정보통신업,11772.0
2023,1,광주광역시,서구,용두동,L,부동산업,12891.0
2023,1,광주광역시,서구,용두동,N,"사업시설 관리, 사업 지원 및 임대 서비스업",0.0
2023,1,광주광역시,서구,용두동,O,"공공 행정, 국방 및 사회보장 행정",806.0
2023,1,광주광역시,서구,용두동,Q,보건업 및 사회복지 서비스업,27022.0
2023,1,광주광역시,서구,유촌동,A,"농업, 임업 및 어업",4803.0
2023,1,광주광역시,서구,유촌동,B,광업,0.0
2023,1,광주광역시,서구,유촌동,C,제조업,195472.0
2023,1,광주광역시,서구,유촌동,D,"전기, 가스, 증기 및 공기 조절 공급업",24988.0
2023,1,광주광역시,서구,유촌동,E,"수도, 하수 및 폐기물 처리, 원료 재생업",0.0
2023,1,광주광역시,서구,유촌동,F,건설업,60518.0
2023,1,광주광역시,서구,유촌동,G,도매 및 소매업,105575.0
2023,1,광주광역시,서구,유촌동,H,운수 및 창고업,20142.0
2023,1,광주광역시,서구,유촌동,I,숙박 및 음식점업,108364.0
2023,1,광주광역시,서구,유촌동,J,정보통신업,93643.0
2023,1,광주광역시,서구,유촌동,K,금융 및 보험업,0.0
2023,1,광주광역시,서구,유촌동,L,부동산업,598066.0
2023,1,광주광역시,서구,유촌동,M,"전문, 과학 및 기술 서비스업",0.0
2023,1,광주광역시,서구,유촌동,N,"사업시설 관리, 사업 지원 및 임대 서비스업",24136.0
2023,1,광주광역시,서구,유촌동,O,"공공 행정, 국방 및 사회보장 행정",134619.0
2023,1,광주광역시,서구,유촌동,P,교육 서비스업,157276.0
2023,1,광주광역시,서구,유촌동,Q,보건업 및 사회복지 서비스업,0.0
2023,1,광주광역시,서구,유촌동,R,"예술, 스포츠 및 여가관련 서비스업",24689.0
2023,1,광주광역시,서구,유촌동,S,"협회 및 단체, 수리 및 기타 개인 서비스업",37767.0
2023,1,광주광역시,서구,치평동,A,"농업, 임업 및 어업",47.0
2023,1,광주광역시,서구,치평동,C,제조업,16080.0
2023,1,광주광역시,서구,치평동,D,"전기, 가스, 증기 및 공기 조절 공급업",190515.0
2023,1,광주광역시,서구,치평동,E,"수도, 하수 및 폐기물 처리, 원료 재생업",71545.0
2023,1,광주광역시,서구,치평동,F,건설업,830214.0
2023,1,광주광역시,서구,치평동,G,도매 및 소매업,1218921.0
2023,1,광주광역시,서구,치평동,H,운수 및 창고업,101500.0
2023,1,광주광역시,서구,치평동,I,숙박 및 음식점업,2637336.0
2023,1,광주광역시,서구,치평동,J,정보통신업,615265.0
2023,1,광주광역시,서구,치평동,K,금융 및 보험업,118477.0
2023,1,광주광역시,서구,치평동,L,부동산업,10042368.0
2023,1,광주광역시,서구,치평동,M,"전문, 과학 및 기술 서비스업",20849.0
2023,1,광주광역시,서구,치평동,N,"사업시설 관리, 사업 지원 및 임대 서비스업",607245.0
2023,1,광주광역시,서구,치평동,O,"공공 행정, 국방 및 사회보장 행정",1106273.0
2023,1,광주광역시,서구,치평동,P,교육 서비스업,432161.0
2023,1,광주광역시,서구,치평동,Q,보건업 및 사회복지 서비스업,433848.0
2023,1,광주광역시,서구,치평동,R,"예술, 스포츠 및 여가관련 서비스업",231483.0
2023,1,광주광역시,서구,치평동,S,"협회 및 단체, 수리 및 기타 개인 서비스업",543201.0
2023,1,광주광역시,서구,풍암동,A,"농업, 임업 및 어업",16247.0
2023,1,광주광역시,서구,풍암동,C,제조업,34200.0
2023,1,광주광역시,서구,풍암동,D,"전기, 가스, 증기 및 공기 조절 공급업",49842.0
2023,1,광주광역시,서구,풍암동,E,"수도, 하수 및 폐기물 처리, 원료 재생업",104154.0
2023,1,광주광역시,서구,풍암동,F,건설업,79748.0
2023,1,광주광역시,서구,풍암동,G,도매 및 소매업,1191502.0
2023,1,광주광역시,서구,풍암동,H,운수 및 창고업,9459.0
2023,1,광주광역시,서구,풍암동,I,숙박 및 음식점업,660434.0
2023,1,광주광역시,서구,풍암동,J,정보통신업,5360321.0
2023,1,광주광역시,서구,풍암동,K,금융 및 보험업,0.0
2023,1,광주광역시,서구,풍암동,L,부동산업,2003815.0
2023,1,광주광역시,서구,풍암동,M,"전문, 과학 및 기술 서비스업",5001.0
2023,1,광주광역시,서구,풍암동,N,"사업시설 관리, 사업 지원 및 임대 서비스업",132292.0
2023,1,광주광역시,서구,풍암동,O,"공공 행정, 국방 및 사회보장 행정",126669.0
2023,1,광주광역시,서구,풍암동,P,교육 서비스업,515974.0
2023,1,광주광역시,서구,풍암동,Q,보건업 및 사회복지 서비스업,193279.0
2023,1,광주광역시,서구,풍암동,R,"예술, 스포츠 및 여가관련 서비스업",597080.0
2023,1,광주광역시,서구,풍암동,S,"협회 및 단체, 수리 및 기타 개인 서비스업",315230.0
2023,1,광주광역시,서구,화정동,A,"농업, 임업 및 어업",5072.0
2023,1,광주광역시,서구,화정동,C,제조업,47548.0
2023,1,광주광역시,서구,화정동,D,"전기, 가스, 증기 및 공기 조절 공급업",81927.0
2023,1,광주광역시,서구,화정동,E,"수도, 하수 및 폐기물 처리, 원료 재생업",189501.0
2023,1,광주광역시,서구,화정동,F,건설업,384866.0
2023,1,광주광역시,서구,화정동,G,도매 및 소매업,1910412.0
2023,1,광주광역시,서구,화정동,H,운수 및 창고업,29580.0
2023,1,광주광역시,서구,화정동,I,숙박 및 음식점업,1064637.0
2023,1,광주광역시,서구,화정동,J,정보통신업,260207.0
2023,1,광주광역시,서구,화정동,K,금융 및 보험업,45707.0
2023,1,광주광역시,서구,화정동,L,부동산업,2649848.0
2023,1,광주광역시,서구,화정동,M,"전문, 과학 및 기술 서비스업",59990.0
2023,1,광주광역시,서구,화정동,N,"사업시설 관리, 사업 지원 및 임대 서비스업",174574.0
2023,1,광주광역시,서구,화정동,O,"공공 행정, 국방 및 사회보장 행정",342062.0
2023,1,광주광역시,서구,화정동,P,교육 서비스업,789590.0
2023,1,광주광역시,서구,화정동,Q,보건업 및 사회복지 서비스업,779552.0
2023,1,광주광역시,서구,화정동,R,"예술, 스포츠 및 여가관련 서비스업",448735.0
2023,1,광주광역시,서구,화정동,S,"협회 및 단체, 수리 및 기타 개인 서비스업",431902.0
2023,2,광주광역시,광산구,고룡동,A,"농업, 임업 및 어업",29253.0
2023,2,광주광역시,광산구,고룡동,C,제조업,1205055.0
2023,2,광주광역시,광산구,고룡동,D,"전기, 가스, 증기 및 공기 조절 공급업",1447.0
2023,2,광주광역시,광산구,고룡동,F,건설업,0.0
2023,2,광주광역시,광산구,고룡동,G,도매 및 소매업,1816.0
2023,2,광주광역시,광산구,고룡동,H,운수 및 창고업,6557.0
2023,2,광주광역시,광산구,고룡동,I,숙박 및 음식점업,0.0
2023,2,광주광역시,광산구,고룡동,J,정보통신업,23106.0
2023,2,광주광역시,광산구,고룡동,K,금융 및 보험업,0.0
2023,2,광주광역시,광산구,고룡동,L,부동산업,46648.0
2023,2,광주광역시,광산구,고룡동,N,"사업시설 관리, 사업 지원 및 임대 서비스업",5984.0
2023,2,광주광역시,광산구,고룡동,O,"공공 행정, 국방 및 사회보장 행정",775.0
2023,2,광주광역시,광산구,고룡동,P,교육 서비스업,0.0
2023,2,광주광역시,광산구,고룡동,Q,보건업 및 사회복지 서비스업,0.0
2023,2,광주광역시,광산구,고룡동,S,"협회 및 단체, 수리 및 기타 개인 서비스업",0.0
2023,2,광주광역시,광산구,광산동,A,"농업, 임업 및 어업",76124.0
2023,2,광주광역시,광산구,광산동,C,제조업,0.0
2023,2,광주광역시,광산구,광산동,D,"전기, 가스, 증기 및 공기 조절 공급업",0.0
2023,2,광주광역시,광산구,광산동,E,"수도, 하수 및 폐기물 처리, 원료 재생업",0.0
2023,2,광주광역시,광산구,광산동,F,건설업,0.0
2023,2,광주광역시,광산구,광산동,G,도매 및 소매업,0.0
2023,2,광주광역시,광산구,광산동,H,운수 및 창고업,6765.0
2023,2,광주광역시,광산구,광산동,I,숙박 및 음식점업,10270.0
2023,2,광주광역시,광산구,광산동,J,정보통신업,3889.0
2023,2,광주광역시,광산구,광산동,L,부동산업,0.0
2023,2,광주광역시,광산구,광산동,N,"사업시설 관리, 사업 지원 및 임대 서비스업",0.0
